doc_index,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,doc_id,article_id,title,year,source_database,genus_raw,genus_for_stm,mentioned_genera,journal,doi
167,0.003828424515848873,4.0303284989024694e-4,2.8931281506174834e-5,0.0034272943109248744,0.9892405893317175,4.1729428047478323e-4,5.152960534432904e-4,6.539122965867703e-4,0.0010441718790628112,4.4105320054422425e-4,167,167,"Karyotypes and Chromosomal Mapping of Some Repetitive DNAs in Two Stingless Bee Species (Apidae: Meliponini), with the Description of a B Chromosome in Plebeia Genus",2025,Scopus,Multiple,Multiple,Frieseomelitta; Plebeia,CYTOGENETIC AND GENOME RESEARCH,10.1159/000542295
168,5.4695752837412274e-5,0.0012218041190833284,0.0027231189684173737,6.427536030480727e-5,0.006592070314505227,0.006240785417184778,0.01252663834994725,0.007250384727704958,4.077446450819697e-6,0.9633221495435641,168,168,"Glycerol-3-phosphate dehydrogenase (G-3-PDH; EC 1.1.1.8) variation in adult Plebeia droryana bees (Apidae, hymenoptera)",1989,Scopus,Plebeia,Plebeia,Plebeia,BIOCHEMICAL GENETICS,10.1007/bf02399676
169,0.010331640155593836,0.0012151362826012147,1.3654163399554807e-4,0.00550137698169411,0.9767074363512922,0.00184656741951992,0.001061837634815351,7.410753896460277e-4,0.0020044891837087938,4.5389896713315454e-4,169,169,Cytotaxonomy and karyotype evolution in Neotropical Meliponini (Hymenoptera: Apidae) inferred by chromosomal mapping of 18S rDNA and five microsatellites,2024,Scopus,Tetragonisca,Tetragonisca,Tetragonisca,JOURNAL OF APICULTURAL RESEARCH,10.1080/00218839.2023.2179228
170,0.0015578191116770207,1.7617082274671035e-4,9.304783381491758e-4,0.0015138344479472651,0.0020394923931192537,0.0024704466972334705,0.0026581596059654083,0.9833548469927881,3.9343716929765696e-4,0.004905314421075901,170,170,Caste-specific gene expression in the stingless bee Melipona quadrifasciata - Are there common patterns in highly eusocial bees?,2004,Scopus,Multiple,Multiple,Melipona; Scaptotrigona,INSECTES SOCIAUX,10.1007/s00040-004-0771-z
171,0.020786438138061813,0.6536427368730605,0.03732073756090199,0.15690357231257093,0.0488510775947839,0.037222633874225836,0.006164417978567994,0.03436891292247198,0.003232044104019494,0.0015074286413351665,171,171,"Whole-Genome sequence of Bacillus sp. SDLI1, isolated from the social bee Scaptotrigona depilis",2016,Scopus,Scaptotrigona,Scaptotrigona,Scaptotrigona,GENOME ANNOUNCEMENTS,10.1128/genomea.00174-16
172,0.017494892627204182,0.0018404008067460901,0.004567290320745418,0.013198682153964568,0.001720062664107602,0.001246217372341223,0.0026256705727343327,0.9538088391799746,0.003423189273621362,7.475502856013631e-5,172,172,Positive selection in cytochrome P450 genes is associated with gonad phenotype and mating strategy in social bees,2023,Scopus,Melipona,Melipona,Melipona,SCIENTIFIC REPORTS,10.1038/s41598-023-32898-6
173,0.12757096064043735,2.6815810092964496e-4,0.00906107418268831,0.004713375830209186,0.0017874390531226654,0.23603037785784187,0.6137102654023503,0.002765928637198708,1.2789216172811723e-4,0.003964528133493955,173,173,Multilocus species delimitation in Mesoamerican Scaptotrigona stingless bees (Apidae: Meliponini) supports the existence of cryptic species,2017,Scopus,Scaptotrigona,Scaptotrigona,Scaptotrigona,SYSTEMATIC ENTOMOLOGY,10.1111/syen.12201
174,0.005994006416228477,2.735768915227131e-6,7.212074644748078e-4,1.254834885260772e-4,0.0015255161499652553,0.013106574820347452,0.8808279117337713,0.0033248873763360447,5.661339570241148e-4,0.0938055428244116,174,174,Isolation and characterization of microsatellite markers from the stingless bee Nannotrigona testaceicornis,2009,Scopus,Nannotrigona,Other_rare_genera,Nannotrigona,CONSERVATION GENETICS RESOURCES,10.1007/s12686-009-9023-x
175,0.009142215040681812,0.0017524728282629675,7.337631119753185e-4,0.9834537703675229,7.173269074308235e-4,0.003371604173511649,1.7103271720139877e-5,6.563909108679407e-4,1.4752852813473957e-4,7.824859891444934e-6,175,175,Structural Variations in Complete Mitogenome of Stingless Bees Serve as Auxiliary Molecular Markers for Generic Systematics,2026,Scopus,Multiple,Multiple,Frieseomelitta; Lepidotrigona; Melipona; Tetragonisca; Tetragonula,JOURNAL OF APICULTURAL SCIENCE,10.2478/jas-2026-0004
176,0.25672102793865537,0.020007767723424604,0.0015938332882245733,0.07396042091737087,0.6317561820032302,0.0058089790162646066,0.0016325717743058091,0.007552896807877483,8.444724114662966e-4,1.2184811918036175e-4,176,176,The evolution of haploid chromosome numbers in Meliponini,2019,Scopus,Melipona,Melipona,Melipona,PLOS ONE,10.1371/journal.pone.0224463
177,9.311318989602094e-4,0.0021994456090619345,0.9863832200470789,5.016795646644556e-4,2.989780726014777e-6,0.0035001088364016303,0.0032194701027814495,0.0016406926210184867,0.0016094621192161728,1.1799420091527786e-5,177,177,Occurrence of deformed wing virus variants in the stingless bee melipona subnitida and honey bee Apis mellifera populations in Brazil,2019,Scopus,Melipona,Melipona,Melipona,JOURNAL OF GENERAL VIROLOGY,10.1099/jgv.0.001206
178,0.00953167651532179,1.5481997503947436e-5,0.002529658974007762,2.9510475301468855e-4,3.8478888237803495e-4,0.020969526782624138,0.9595753028811345,0.0020412656592031643,3.7806837447093175e-5,0.004619386717365094,178,178,Genetic variability in captive populations of the stingless bee Tetragonisca angustula,2016,Scopus,Tetragonisca,Tetragonisca,Tetragonisca,GENETICA,10.1007/s10709-016-9908-z
179,0.005502753936340495,6.320405085694706e-4,0.001765487323304686,0.10700343197400278,0.0016357611113453593,0.8677039326556314,0.004656425775331486,0.002526309819013059,4.391327487795275e-5,0.008529943621583394,179,179,"Mitochondrial DNA characterization of two Partamona species (Hymenoptera, Apidae, Meliponini) by PCR+RFLP and sequencing",2005,Scopus,Multiple,Multiple,Melipona; Partamona; Scaptotrigona,APIDOLOGIE,10.1051/apido:2005020
180,0.0044991704111529895,0.0045694261776585135,0.19255928912892584,0.004927302897269402,6.623212493079637e-5,0.7602695113643767,0.029307211464898363,0.0016898036739875118,9.90483324979502e-4,0.0011215694318203984,180,180,Resolving taxonomic ambiguity and cryptic speciation of Hypotrigona species through morphometrics and DNA barcoding; [Resolviendo la ambigüedad taxonómica y la especiación críptica de las especies de Hypotrigona a través de la morfometría y el código de barras de ADN],2018,Scopus,Hypotrigona,Other_rare_genera,Hypotrigona,JOURNAL OF APICULTURAL RESEARCH,10.1080/00218839.2018.1426348
181,0.08980808562807113,0.0017660628212438432,6.557575416901763e-4,0.07672240736556943,0.8175272232445334,0.004383152194429184,0.00247032171706143,0.004562460527809382,0.00191112676786793,1.934021917240541e-4,181,181,"Comparative cytogenetic analysis reveals chromosomal variability in five stingless bees of the genus Trigona (Apidae, Apinae, Meliponini)",2023,Scopus,Trigona,Trigona,Trigona,APIDOLOGIE,10.1007/s13592-023-01002-2
182,0.14996652153783283,0.006879614461731724,0.013833511636357003,0.005276832959589698,0.5140222364079727,0.0029944076053984394,0.01989863715267718,0.22163615140398815,6.948202484779335e-4,0.06479726658597433,182,182,"Analyses of G-bands in Chromosomes of the Melipona quadrifasciata anthidioides Lepeletier (Hymenoptera, Apidae, Meliponinae)",1979,Scopus,Melipona,Melipona,Melipona,CYTOLOGIA,10.1508/cytologia.44.21
183,0.005653256691864466,1.6520656350161274e-4,6.481444020557931e-5,0.0012573732023598444,0.9385071623031166,0.005841371678898834,0.009671244057136246,0.0023166985509536922,1.0995448933450113e-4,0.03641291802262845,183,183,Chromosomal variation and cytogenetics of plebeia lucii and P. phrynostoma (Hymenoptera: Apidae),2013,Scopus,Plebeia,Plebeia,Plebeia,FLORIDA ENTOMOLOGIST,10.1653/024.096.0439
184,0.001399802903129441,0.002776730396086835,0.003785948867114626,4.641084056830988e-4,0.0024552959372412136,4.6438250854729835e-4,0.002062598865059564,0.4410929323925315,0.5450207913574133,4.774083671933974e-4,184,184,Transcriptomic analysis of Malpighian tubules from the stingless bee Melipona scutellaris reveals thiamethoxam-induced damages,2022,Scopus,Melipona,Melipona,Melipona,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2022.158086
185,0.005096019699940414,0.00205472833107897,0.004353545969565519,0.005307168714984617,0.0012483673578734568,0.0348431220707121,0.008694050861267962,0.9359001369638071,0.0010246624275941777,0.0014781976031756699,185,185,Epigenetic modifications and their relation to caste and sex determination and adult division of labor in the stingless bee Melipona scutellaris,2017,Scopus,Melipona,Melipona,Melipona,GENETICS AND MOLECULAR BIOLOGY,10.1590/1678-4685-gmb-2016-0242
186,0.007443378045983535,0.012380172975860554,0.038773298467792636,0.08533492960414711,8.117890918990838e-4,0.846791509925635,0.00548924233582163,0.0019284528330440684,4.546917734794313e-4,5.925349463368726e-4,186,186,"Potential DNA Barcoding of Local Stingless Honeybee (Tantadan) from Kiulu, Sabah using 28S Ribosomal DNA",2019,Scopus,Multiple,Multiple,Heterotrigona; Lepidotrigona; Tetragonula,JOURNAL OF PHYSICS: CONFERENCE SERIES,10.1088/1742-6596/1358/1/012023
187,0.007511167525694949,4.4953056956108787e-4,0.0011504406465396905,0.02401860705187003,0.8594495520689162,0.008764484431953611,0.08998894745734365,0.003180992432035697,0.001173147722705956,0.004313130093378756,187,187,"Cytogenetic Analysis in Trigona spinipes Fabricius (Hymenoptera, Meliponina) Reveals Intraspecific Variation",2021,Scopus,Trigona,Trigona,Trigona,NEOTROPICAL ENTOMOLOGY,10.1007/s13744-021-00853-7
188,0.7738479749133733,6.128941520014941e-4,3.7700323624831154e-4,0.014173487246719274,0.20616833660792497,0.0012399756947635064,3.717717869594147e-4,9.912909072525152e-4,0.0020990788739965595,1.1818658076017238e-4,188,188,Retroelement expansions underlie genome evolution in stingless bees,2026,Scopus,Melipona,Melipona,Melipona,BMC GENOMICS,10.1186/s12864-025-12478-w
189,0.009619391848862185,0.005038157805178852,0.4147614559328196,0.006204803743320361,0.017366589153284116,0.009907425585938106,0.024807046767432814,0.49896679754968015,0.007278217297132873,0.0060501143163511,189,189,Diploid male production of two amazonian melipona bees (Hymenoptera: Apidae),2012,Scopus,Melipona,Melipona,Melipona,PSYCHE (LONDON),10.1155/2012/484618
190,0.0011939531422681207,0.004752013895431792,0.05531423949119094,9.84017936014075e-4,0.0017044486289310432,3.961809647615854e-4,0.004915416033943593,0.9110533277534794,0.006284867551634086,0.013401534602345612,190,190,Sex determination in bees. IV. Genetic control of juvenile hormone production in Melipona quadrifasciata (Apidae),1975,Scopus,Melipona,Melipona,Melipona,GENETICS,
191,0.0056923885308779645,4.809163649092872e-6,0.0017874342104453676,2.3389585343722112e-4,0.001028140040373376,0.011750564266937966,0.9424116510477393,0.0032637101342220176,5.0238527439193784e-5,0.033777168224878494,191,191,"Characterization of microsatellite loci for the stingless bee Scaura latitarsis (Hymenoptera, Apidae, Meliponini)",2012,Scopus,Multiple,Multiple,Plebeia; Scaura; Schwarziana,JOURNAL OF HYMENOPTERA RESEARCH,10.3897/jhr.30.3870
192,0.0029429213980886027,1.1130466923714551e-4,8.605990040182955e-4,0.004413365583630603,1.8175502006537864e-4,0.9777637450014337,0.0064765078707580805,0.00023251315438700999,6.83848602127588e-5,0.0069489034381686595,192,192,"Genetic variability in Melipona quinquefasciata (Hymenoptera, Apidae, Meliponini) from northeastern Brazil determined using the first internal transcribed spacer (ITS1)",2009,Scopus,Melipona,Melipona,Melipona,GENETICS AND MOLECULAR RESEARCH,10.4238/vol8-2kerr025
193,0.007827900255256745,0.04017901414212427,0.011023986177983494,0.24633150508418528,0.0035471667324401797,0.6358361708143948,0.023650641095013265,0.0031880347564805472,0.0070533725249450575,0.021362208417176502,193,193,mt-COI heteroplasmy characterization of Tetragonisca angustula (Hymenoptera: Apidae),2025,Scopus,Tetragonisca,Tetragonisca,Tetragonisca,APIDOLOGIE,10.1007/s13592-025-01181-0
194,0.011123956149721606,0.15562597718314117,0.2712384776182718,0.11241993192573198,0.001901679092150965,0.038307744842916665,0.005293265522878892,0.010758396667509945,0.3929382792251189,3.922917725581452e-4,194,194,Tailed bacteriophages (Caudoviricetes) dominate the microbiome of a diseased stingless bee,2023,Scopus,Melipona,Melipona,Melipona,GENETICS AND MOLECULAR BIOLOGY,10.1590/1678-4685-gmb-2023-0120
195,0.0018495324282084655,0.008361342729743294,0.23042171036675488,2.414898339823899e-4,4.1790044900934925e-4,0.0031693380261691886,0.007039085032077542,0.004726345442999898,0.7433932891772742,3.799665137806638e-4,195,195,Bacterial communities of indoor surface of stingless bee nests,2021,Scopus,Multiple,Multiple,Frieseomelitta; Melipona; Tetragonisca; Trigona,PLOS ONE,10.1371/journal.pone.0252933
196,0.01967616664954688,0.006575501999012883,0.11519610212677862,0.021475758235540383,0.08676661377772125,0.007367222416226779,0.02124650827184663,0.6914823954412901,0.029250935233452183,9.627958485845074e-4,196,196,Characterization of sex-specific variants of doublesex and feminizer genes in stingless bee species,2020,Scopus,Multiple,Multiple,Frieseomelitta; Melipona; Scaptotrigona,APIDOLOGIE,10.1007/s13592-020-00735-8
197,0.0024328258769591798,0.001235827740277624,0.001620889981972281,0.766248905745645,0.002017003445838161,0.0025253908385749232,3.471695472567163e-4,0.22346082485742635,9.617028613452284e-5,1.4991679914706433e-5,197,197,The nuclear and mitochondrial genomes of Frieseomelitta varia - A highly eusocial stingless bee (Meliponini) with a permanently sterile worker caste,2020,Scopus,Multiple,Multiple,Frieseomelitta; Melipona,BMC GENOMICS,10.1186/s12864-020-06784-8
198,0.010599325970043334,0.010245959863380482,0.023921736335672957,0.0036058415975598196,0.0015869206942070522,0.001502395300833058,0.004262166911248321,0.2866317700676339,0.6569878398290218,6.560434303988227e-4,198,198,Bacterial microbiota associated with the reproductive tissue of stingless bees,2025,Scopus,Tetragonula,Tetragonula,Tetragonula,APIDOLOGIE,10.1007/s13592-025-01228-2
199,0.0016478142173881737,0.8456615472205314,0.13208366331495092,0.004460572904623748,1.828096254776926e-5,0.005732563397246513,4.0853098164894e-4,0.0012035840149083414,0.008751885830561695,3.155715559204762e-5,199,199,Exploring the Potential of Alcohol-Fermenting Yeast Isolated from Heterotrigona itama Stingless Bees for Beverage Production,2024,Scopus,Heterotrigona,Heterotrigona,Heterotrigona,MAKARA JOURNAL OF SCIENCE,10.7454/mss.v28i1.2199
200,0.006049251835575249,0.011162713832284843,0.008492221177980402,0.03370769615387066,0.0021899828238350844,0.0021397831240067213,0.0023381664104287613,0.7505350902873941,0.18281123108365907,5.738632709648065e-4,200,200,Investigating the molecular basis of cleptobiosis in eusocial stingless bees (Apidae: Hymenoptera),2025,Scopus,Multiple,Multiple,Lestrimelitta; Nannotrigona; Scaptotrigona; Tetragonisca,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY - PART D: GENOMICS AND PROTEOMICS,10.1016/j.cbd.2025.101645
201,0.007693805428036474,5.100228899433594e-6,2.0274802753481397e-5,9.831034435866424e-4,0.9510054462070578,0.0029356494111872464,0.019277893205727637,0.0018559133897904489,2.2834898892525342e-4,0.015994464894035283,201,201,"New occurrence of B chromosomes in Partamona helleri (Friese, 1900) (Hymenoptera, Meliponini)",2009,Scopus,Partamona,Partamona,Partamona,GENETICS AND MOLECULAR BIOLOGY,10.1590/s1415-47572009005000065
202,0.33859507304891623,0.007197387587713537,0.006966955932655409,0.005705810061878512,0.04284797851927555,0.004214288495451696,0.0012502554155868041,0.003974208269108827,0.5880920004070689,0.001156042262344908,202,202,Comparative analysis of the gut microbiota of the sympatric stingless bee species Melipona beecheii and Melipona yucatanica,2026,Scopus,Melipona,Melipona,Melipona,BRAZILIAN JOURNAL OF MICROBIOLOGY,10.1007/s42770-026-01905-z
203,0.0034153327035551725,0.0021433328753382784,0.0011306521178334054,0.9808901422880661,0.0034635094881099865,0.006223744556659195,0.00029669633425777905,0.002373447354752881,5.069575258778714e-5,1.2446528840026984e-5,203,203,The Complete Mitochondrial Genome of Lepidotrigona flavibasis (Hymenoptera: Meliponini) and High Gene Rearrangement in Lepidotrigona Mitogenomes,2021,Scopus,Multiple,Multiple,Lepidotrigona; Melipona,JOURNAL OF INSECT SCIENCE,10.1093/jisesa/ieab038
204,0.0035054186212374523,0.005631159222357069,0.9509380716881599,0.0037887148174373126,2.253237315497642e-6,0.02332796705716281,0.006838027658535754,0.0011984575068092844,0.004733345041808698,3.65851491760185e-5,204,204,Taxonomic patterns of host plants and its impact on honey properties by two sympatric Afrotropical stingless bee species in Zanzibar (Tanzania),2024,Scopus,Multiple,Multiple,Hypotrigona; Meliponula,AFRICAN JOURNAL OF ECOLOGY,10.1111/aje.13257
205,0.05180560207163153,2.4676447472735027e-4,0.0012022662365514171,0.002264626004544867,0.7989482226334849,0.0055118187318927364,0.1320018733077299,0.0025906828323595255,0.0018891127087081346,0.003539030998369349,205,205,Inter- and intra-population B chromosome variability in Partamona helleri (Apidae: Meliponini),2021,Scopus,Partamona,Partamona,Partamona,APIDOLOGIE,10.1007/s13592-021-00904-3
